Exchange Date,Close,Net,%Chg,Open
07-Oct-2021,"4,399.7633",+36.2181,+0.8300%,"4,399.7633"
06-Oct-2021,"4,363.5452",+17.8290,+0.4103%,"4,363.5452"
05-Oct-2021,"4,345.7162",+45.2572,+1.0524%,"4,345.7162"
04-Oct-2021,"4,300.4590",-56.5799,-1.2986%,"4,300.4590"
01-Oct-2021,"4,357.0389",+49.5001,+1.1492%,"4,357.0389"
30-Sep-2021,"4,307.5388",-51.9223,-1.1910%,"4,307.5388"
29-Sep-2021,"4,359.4611",+6.8268,+0.1568%,"4,359.4611"
28-Sep-2021,"4,352.6343",-90.4761,-2.0363%,"4,352.6343"
27-Sep-2021,"4,443.1104",-12.3675,-0.2776%,"4,443.1104"
24-Sep-2021,"4,455.4779",+6.4938,+0.1460%,"4,455.4779"
23-Sep-2021,"4,448.9841",+53.3470,+1.2136%,"4,448.9841"
22-Sep-2021,"4,395.6371",+41.4482,+0.9519%,"4,395.6371"
21-Sep-2021,"4,354.1889",-3.5390,-0.0812%,"4,354.1889"
20-Sep-2021,"4,357.7279",-75.2596,-1.6977%,"4,357.7279"
17-Sep-2021,"4,432.9875",-40.7653,-0.9112%,"4,432.9875"
16-Sep-2021,"4,473.7528",-6.9487,-0.1551%,"4,473.7528"
15-Sep-2021,"4,480.7015",+37.6516,+0.8474%,"4,480.7015"
14-Sep-2021,"4,443.0499",-25.6764,-0.5746%,"4,443.0499"
13-Sep-2021,"4,468.7263",+10.1464,+0.2276%,"4,468.7263"
10-Sep-2021,"4,458.5799",-34.7044,-0.7724%,"4,458.5799"
09-Sep-2021,"4,493.2843",-20.7842,-0.4604%,"4,493.2843"
08-Sep-2021,"4,514.0685",-5.9593,-0.1318%,"4,514.0685"
07-Sep-2021,"4,520.0278",-15.4048,-0.3397%,"4,520.0278"
03-Sep-2021,"4,535.4326",-1.5136,-0.0334%,"4,535.4326"
02-Sep-2021,"4,536.9462",+12.8539,+0.2841%,"4,536.9462"
01-Sep-2021,"4,524.0923",+1.4122,+0.0312%,"4,524.0923"
31-Aug-2021,"4,522.6801",-6.1136,-0.1350%,"4,522.6801"
30-Aug-2021,"4,528.7937",+19.4246,+0.4308%,"4,528.7937"
27-Aug-2021,"4,509.3691",+39.3727,+0.8808%,"4,509.3691"
26-Aug-2021,"4,469.9964",-26.1945,-0.5826%,"4,469.9964"
25-Aug-2021,"4,496.1909",+9.9568,+0.2219%,"4,496.1909"
24-Aug-2021,"4,486.2341",+6.7036,+0.1496%,"4,486.2341"
23-Aug-2021,"4,479.5305",+37.8653,+0.8525%,"4,479.5305"
20-Aug-2021,"4,441.6652",+35.8623,+0.8140%,"4,441.6652"
19-Aug-2021,"4,405.8029",+5.5366,+0.1258%,"4,405.8029"
18-Aug-2021,"4,400.2663",-47.8091,-1.0748%,"4,400.2663"
17-Aug-2021,"4,448.0754",-31.6333,-0.7061%,"4,448.0754"
16-Aug-2021,"4,479.7087",+11.7055,+0.2620%,"4,479.7087"
13-Aug-2021,"4,468.0032",+7.1713,+0.1608%,"4,468.0032"
